 count(*) | device |
+----------+--------+
|     9916 |    679 |
|    50572 |    680 |
|     7494 |    681 |
|    25201 |    682 |
|     3767 |    683 |
|    36267 |    684 |
|    15488 |    687 |
|    10218 |    688 |
|    22331 |    690 |
|    25537 |    691 |
|     7120 |    692 |
|     5033 |    694 |
|     5123 |    696 |
|   166930 |    698 |
|    31904 |    699 |
|     3920 |    700 |
|    25006 |    703 |
|    29358 |    705 |
|     4099 |    706 |
|    40853 |    709 |
|     4452 |    710 |
|   121336 |    711 |
|     3727 |    713 |
|    54849 |    714 |
|    91057 |    720 |
|    73892 |    721 |
|    11858 |    722 |
|   104583 |    727 |
|     7030 |    728 |
|   102056 |    729 |
|     4673 |    730 |
|     9780 |    732 |
|    11211 |    735 |
|    42905 |    736 |
|     6625 |    738 |
|    11569 |    739 |
|   163569 |    745 |
|    18331 |    746 |
|    45865 |    750 |
|    49494 |    751 |
|    15223 |    754 |
|    12000 |    755 |
|    20814 |    757 |
|    67747 |    761 |
|   944839 |    762 |
|    15532 |    763 |
|    40884 |    764 |
|    10395 |    768 |
|    28475 |    770 |
|     4833 |    774 |
|     3620 |    776 |
|    15450 |    781 |
|     9219 |    782 |
|    13679 |    784 |
|   136260 |    789 |
|    24211 |    792 |
|     4298 |    793 |
|     8455 |    795 |
|     9223 |    801 |
|     4599 |    802 |
|    44155 |    804 |
|     3890 |    805 |
|    64081 |    806 |
|    86873 |    810 |
|    17489 |    812 |
|     6143 |    814 |
|    21408 |    818 |
|   136424 |    820 |
|     3403 |    823 |
|    12735 |    824 |
|     7860 |    827 |
|   230902 |    834 |
|     3539 |    836 |
|    18840 |    838 |
|    16015 |    839 |
|    58946 |    841 |
|    57900 |    842 |
|    80968 |    846 |
|   235694 |    847 |
|    52030 |    848 |
|    30315 |    854 |
|    12738 |    857 |
|    75832 |    859 |
|   296315 |    860 |
|     5028 |    862 |
|     6131 |    864 |
|    29381 |    868 |
|    27117 |    870 |
|     3617 |    871 |
|     6216 |    877 |
|    30205 |    880 |
|    76591 |    882 |
|    50575 |    883 |
|   144140 |    887 |
|     7418 |    890 |
|    71248 |    895 |
|   104864 |    897 |
|     5331 |    900 |
|    43601 |    911 |
|    16388 |    912 |
|    22549 |    913 |
|    28746 |    919 |
|     3793 |    933 |
|    73680 |    941 |
|     9138 |    943 |
|    62688 |    945 |
|    21302 |    953 |
|    15264 |    955 |
|   107979 |    956 |
|  1405034 |    967 |
|    70875 |    973 |
|    33663 |    977 |
|     5929 |    979 |
|    17917 |    983 |
|     3133 |    987 |
|    57923 |    991 |
|   120859 |    992 |
|    51557 |    996 |
|   826718 |    997 |
|     3392 |    998 |
|    49753 |   1000 |
|    18051 |   1006 |
|   373852 |   1015 |
|     3202 |   1017 |
|   143463 |   1027 |
|     3718 |   1029 |
|     3271 |   1031 |
|   136455 |   1033 |
|    22111 |   1035 |
|    50638 |   1036 |
|   263110 |   1037
